Count	Cluster	Cmi	Cpl	Ler	Loc	Gga	Xtr
1	CL01324	Cmi19	Cpl26		Loc03	Gga26	
1	CL01537			Ler24	Loc06		Xtr02
1	CL01766	Cmi19	Cpl04	Ler24		Gga26	Xtr02
1	CL01767	Cmi19	Cpl26	Ler18		Gga26	Xtr02
1	CL01865			Ler24	Loc03	Gga26	Xtr02
1	CL01950	Cmi19	Cpl26	Ler24			Xtr02
1	CL01951	Cmi19		Ler37	Loc03		Xtr02
##group=24
199	CL00014	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
16	CL00703	Cmi20	Cpl24	Ler23	Loc10		
15	CL00709	Cmi20	Cpl24	Ler23	Loc10		Xtr10
8	CL00112	Cmi20	CplSca	Ler23	Loc10	Gga18	Xtr10
4	CL00910	Cmi20	Cpl24	Ler23	Loc10	Gga18	
4	CL00932	Cmi20		Ler23	Loc10	Gga18	Xtr10
3	CL00260	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr09
3	CL00938		Cpl24	Ler23	Loc10		
3	CL01005	Cmi20				Gga18	Xtr10
2	CL00261	Cmi20	Cpl24	Ler23	LocSca501	Gga18	Xtr10
2	CL00624	CmiSca1123	CplSca6025	Ler23	Loc10	Gga18	Xtr10
2	CL01046	Cmi20	Cpl24		Loc10		
2	CL01111		Cpl24	Ler23	Loc10	Gga18	
1	CL00271	Cmi20	Cpl24	Ler23	Loc10	Gga03	Xtr10
1	CL00548	Cmi20	Cpl24	Ler23	Loc10	Gga24	Xtr04
1	CL00549	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr03
1	CL00551	Cmi20	Cpl24	Ler23	Loc18	Gga20	Xtr10
1	CL01222	CmiSca45	Cpl24		Loc10		
1	CL01226		Cpl24			Gga18	Xtr10
1	CL01227	Cmi20	Cpl24	Ler23	Loc10		Xtr08
1	CL01355	Cmi20	Cpl24		Loc10	Gga18	
1	CL01370		CplSca9242	Ler23	Loc10	Gga18	Xtr10
1	CL01467	Cmi16		Ler23			Xtr10
1	CL01591	Cmi20		Ler23, LerSca1102			Xtr10
1	CL01592			Ler23	Loc13	Gga14	Xtr10
1	CL01768	Cmi20	Cpl24	Ler23	Loc10		Xtr07
1	CL01769	Cmi20	Cpl24	Ler23		Gga18	Xtr10
1	CL01834		Cpl24	LerSca228	Loc10	Gga18	Xtr10
1	CL01953	Cmi20	Cpl24	Ler23			Xtr10
1	CL01954	Cmi20			Loc10	Gga18	Xtr10
1	CL01955	Cmi20	Cpl24			Gga18	Xtr10
1	CL02040		Cpl24	Ler23		Gga18	Xtr10
1	CL02096			Ler23	Loc10	Gga18	Xtr10
##group=25
171	CL00023	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr01
12	CL00730	Cmi21	Cpl31	Ler29	Loc19		
11	CL00742	Cmi21	Cpl31	Ler29	Loc19		Xtr01
10	CL00760	Cmi21	Cpl31	Ler29	Loc19	Gga28	
9	CL00778	Cmi21	Cpl31	Ler29		Gga28	Xtr01
6	CL00845	Cmi21		Ler29	Loc19	Gga28	Xtr01
4	CL00930	Cmi21	Cpl31	Ler29		Gga28	
3	CL00132	Cmi21	Cpl31	Ler29	LocSca	Gga28	Xtr01
3	CL00198	Cmi21	CplSca	Ler29	Loc19	Gga28	Xtr01
3	CL00660	Cmi21	Cpl31	Ler29			Xtr01
2	CL00168	Cmi21	Cpl31	Ler29	Loc19	Gga19	Xtr02
2	CL00197	Cmi21	Cpl31	Ler29	Loc02	Gga28	Xtr01
2	CL00650	Cmi21	Cpl31			Gga28	
2	CL01036		Cpl31	Ler29		Gga28	Xtr01
2	CL01041		Cpl31		Loc19		Xtr01
2	CL01055		Cpl31	Ler29	Loc19		
2	CL01178	Cmi21	Cpl31			Gga28	Xtr01
1	CL00218	Cmi21	Cpl31	Ler29	Loc06	Gga28	Xtr01
1	CL00290	Cmi21	Cpl31	Ler29	Loc19	GgaZ	Xtr01
1	CL00555	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr03
1	CL00556	Cmi21	Cpl31	Ler29	Loc02	GgaZ	Xtr01
1	CL00557	Cmi21	Cpl48	Ler29	Loc19	Gga28	Xtr01
1	CL00558	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr07
1	CL00560	Cmi21	Cpl31	Ler29	Loc08	Gga28	Xtr01
1	CL01274			Ler29	Loc19	Gga28	
1	CL01303	Cmi21			Loc19		Xtr01
1	CL01310	Cmi03	Cpl31	Ler29	Loc19		Xtr01
1	CL01382	Cmi21		Ler29	Loc19		
1	CL01472	Cmi21	Cpl31	Ler33	Loc19		Xtr01
1	CL01536	Cmi21		Ler29		Gga28	
1	CL01593		Cpl31	Ler29			Xtr01
1	CL01770	Cmi21	Cpl31	Ler29		Gga28	Xtr05
1	CL01771	Cmi21	Cpl31	Ler29		Gga28	Xtr06
1	CL01956	Cmi21		Ler29	Loc19		Xtr01
1	CL01957	Cmi21			Loc19	Gga28	Xtr01
1	CL01958	Cmi21	Cpl31		Loc19	Gga28	
1	CL02047		Cpl31		Loc19	Gga28	Xtr01
1	CL02102			Ler29	Loc19	Gga28	Xtr01
1	CL02151	Cmi21	Cpl31				Xtr01
##group=26
96	CL00042	Cmi26	Cpl36	Ler33	Loc03	Gga10	Xtr03
85	CL00041	Cmi22	Cpl40	Ler36	Loc03	Gga10	Xtr03
58	CL00047	Cmi22	Cpl36	Ler33	Loc03	Gga10	Xtr03
27	CL00056	Cmi26	Cpl40	Ler36	Loc03	Gga10	Xtr03
20	CL00062	Cmi22	Cpl32	Ler33	Loc03	Gga10	Xtr03
6	CL00850	Cmi22	Cpl40	Ler36	Loc03		Xtr03
4	CL00901		Cpl36	Ler33	Loc03	Gga10	Xtr03
4	CL00915		Cpl36	Ler33	Loc03		Xtr03
3	CL00562	Cmi22	Cpl40	Ler36	Loc03	Gga10	Xtr08
3	CL00581	Cmi26	Cpl40	Ler36	Loc03	Gga25	Xtr08
3	CL00969	Cmi26			Loc03	Gga10	Xtr03
3	CL01019	Cmi22		Ler33	Loc03	Gga10	Xtr03
2	CL01044	Cmi22	Cpl40	Ler36	Loc03	Gga10	
2	CL01057		Cpl40		Loc03	Gga10	Xtr03
2	CL01093	Cmi22	Cpl40	Ler36	Loc03		
2	CL01110	Cmi26	Cpl36			Gga10	Xtr03
2	CL01130	Cmi26	Cpl40		Loc03		
2	CL01136	Cmi22	Cpl40		Loc03		Xtr03
2	CL01141	Cmi22			Loc03		Xtr03
2	CL01155	Cmi26	Cpl36	Ler33		Gga10	Xtr03
2	CL01156	Cmi26		Ler33	Loc03	Gga10	Xtr03
2	CL01180	Cmi26	Cpl40	Ler36	Loc03		
1	CL00219	Cmi22	CplSca7818	Ler33	Loc03	Gga10	Xtr03
1	CL00239	Cmi26	Cpl40	Ler36	Loc03	Gga10	Xtr01
1	CL00299	Cmi22	Cpl40	Ler36	Loc14	Gga10	Xtr03
1	CL00337	Cmi22	Cpl36	Ler33	Loc02	Gga01	Xtr03
1	CL00561	Cmi22	Cpl40	Ler36	Loc03	Gga10	Xtr07
1	CL00563	Cmi22	Cpl40	Ler36	Loc03	Gga10	Xtr02
1	CL00564	Cmi22	Cpl40	Ler36	Loc03	Gga08	Xtr03
1	CL00565	Cmi22	Cpl40	Ler36	Loc03	Gga10	Xtr04
1	CL00579	Cmi26	CplSca7381	Ler33	Loc03	Gga10	Xtr03
1	CL00580	Cmi26	Cpl36	Ler33	LocSca302	Gga10	Xtr03
1	CL00582	Cmi26	Cpl40	Ler36	Loc03	Gga02	Xtr06
1	CL00583	Cmi26	Cpl40	Ler36	Loc03	Gga10	Xtr02
1	CL00619	CmiSca404	Cpl32	Ler33	Loc03	Gga10	Xtr03
1	CL01381		Cpl40	Ler36	Loc03	Gga10	Xtr03
1	CL01425	Cmi22	Cpl40	Ler36			Xtr03
1	CL01456	Cmi22	Cpl36	Ler33			Xtr03
1	CL01473	Cmi22	Cpl40				Xtr03
1	CL01488	Cmi26	Cpl50	Ler36	Loc03		
1	CL01596		CplSca13927	Ler33	Loc03		
1	CL01597	Cmi26	Cpl40		Loc03	Gga10	
1	CL01772	Cmi22		Ler36	Loc03	Gga10	Xtr01
1	CL01773	Cmi22	Cpl40	Ler36		Gga10	Xtr03
1	CL01959	Cmi22		Ler33	Loc03		Xtr03
1	CL01960	Cmi22		Ler36	Loc03		Xtr03
1	CL01961	Cmi22	Cpl40			Gga10	Xtr03
1	CL01962	Cmi22			Loc03	Gga10	Xtr03
1	CL02049		Cpl32	Ler33		Gga10	Xtr03
1	CL02051		Cpl36	Ler33	Loc03	Gga10	
1	CL02052		Cpl36	Ler33		Gga10	
1	CL02058		Cpl40	Ler36	Loc03		Xtr03
1	CL02214		Cpl36	Ler33			Xtr03
1	CL02216		Cpl40			Gga10	Xtr03
##group=27
155	CL00028	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
14	CL00718	Cmi23	Cpl33	Ler27	Loc15	Gga27	
12	CL00732	Cmi23	Cpl33	Ler27	Loc15		Xtr10
9	CL00774	Cmi23	Cpl33	Ler27	Loc15		
7	CL00098	Cmi23	Cpl31	Ler27	Loc15	Gga27	Xtr10
6	CL00830		Cpl33	Ler27	Loc15	Gga27	Xtr10
4	CL00113	Cmi23	CplSca	Ler27	Loc15	Gga27	Xtr10
3	CL00944	Cmi23		Ler27	Loc15		Xtr10
3	CL00978	Cmi23		Ler27	Loc15	Gga27	Xtr10
3	CL00983			Ler27	Loc15	Gga27	Xtr10
2	CL00160	Cmi23	Cpl16	Ler27	Loc15	Gga27	Xtr10
2	CL00199	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr02
2	CL00571	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr04
2	CL01050		Cpl33	Ler27		Gga27	
2	CL01061	Cmi23	Cpl33		Loc15	Gga27	
1	CL00264	Cmi23	Cpl33	Ler27	Loc15	Gga22	Xtr03
1	CL00273	Cmi02	Cpl33	Ler27	Loc15	Gga27	Xtr10
1	CL00566	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr06
1	CL00567	Cmi23	Cpl31	Ler27	Loc15	Gga27	Xtr05
1	CL00568	Cmi23	Cpl33	Ler27	Loc15	Gga08	Xtr10
1	CL00569	Cmi23	Cpl33	Ler27	Loc15	Gga36	Xtr10
1	CL00570	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr01
1	CL00572	Cmi23	Cpl08	Ler27	Loc15	Gga27	Xtr10
1	CL01239	Cmi23, CmiSca699	Cpl33, CplSca14519, CplSca67005	Ler27	Loc15, LocSca463	GgaZ	
1	CL01346	Cmi23	Cpl33	Ler27	Loc04	Gga27	
1	CL01427	Cmi23	Cpl33	Ler27		Gga27	
1	CL01494		Cpl33	Ler27			Xtr10
1	CL01776	Cmi23	Cpl31	Ler27	Loc15	Gga27	
1	CL01838		Cpl33	Ler02	Loc15		Xtr10
1	CL01963	Cmi23	Cpl33	Ler27			Xtr10
1	CL02152	Cmi23		Ler27		Gga27	
##group=28
151	CL00029	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
19	CL00695	Cmi24	Cpl34	Ler30	Loc25		Xtr07
10	CL00757	Cmi24	Cpl34	Ler30	Loc25	Gga21	
7	CL00818		Cpl34	Ler30	Loc25	Gga21	Xtr07
7	CL00824	Cmi24	Cpl34	Ler30	Loc25		
6	CL00106	CmiSca	Cpl34	Ler30	Loc25	Gga21	Xtr07
6	CL00828	Cmi24	Cpl34	Ler30		Gga21	Xtr07
3	CL00137	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr05
3	CL00177	Cmi24	Cpl34	Ler30	Loc25	Gga01	Xtr07
3	CL00200	Cmi24	Cpl34	Ler30	LocSca	Gga21	Xtr07
3	CL00965		Cpl34	Ler30		Gga21	Xtr07
3	CL01010	Cmi24	Cpl34	Ler30			Xtr07
2	CL00282	Cmi24	Cpl34	Ler30	Loc26	Gga21	XtrSca1
2	CL00288	Cmi24	Cpl34	Ler30	Loc02	Gga21	Xtr07
2	CL01107	Cmi24	Cpl34		Loc25		
2	CL01179	Cmi24	Cpl34	Ler30		Gga21	
2	CL01191		Cpl34	Ler30			Xtr07
1	CL00265	Cmi24	Cpl34	Ler30	Loc25	Gga04	Xtr03
1	CL00573	Cmi24	Cpl34	Ler30	Loc25	Gga04	Xtr07
1	CL00574	Cmi24	Cpl34	Ler30	Loc25	Gga01	Xtr02
1	CL00575	Cmi24	Cpl34	LerSca100	Loc02	Gga21	XtrSca75
1	CL00576	Cmi24	Cpl34	Ler30	Loc25	Gga21	XtrSca53
1	CL01261		Cpl34	Ler30	Loc25	Gga21	
1	CL01474		Cpl34	Ler30		Gga21	XtrSca1
1	CL01778	Cmi24	Cpl34	Ler30		Gga21	XtrSca1
1	CL01964	Cmi24	Cpl34		Loc25		Xtr07
1	CL02237			Ler30		Gga21	Xtr07
1	CL02263			Ler30	Loc25		Xtr07
##group=29
110	CL00039	Cmi25	Cpl35	Ler32	Loc26	Gga24	Xtr07
12	CL00076	Cmi25	Cpl36	Ler32	Loc26	Gga24	Xtr07
6	CL00844	Cmi25	Cpl35	Ler32	Loc26		Xtr07
5	CL00127	Cmi25	Cpl35	Ler32	Loc24	Gga24	Xtr07
5	CL00638	Cmi25	Cpl35	Ler32	Loc26		
3	CL00154	CmiSca	Cpl36	Ler32	Loc26	Gga24	Xtr07
3	CL00642	Cmi25	Cpl35	Ler32			Xtr07
3	CL00968	Cmi25	Cpl35	Ler32		Gga24	Xtr07
3	CL00979		Cpl35	Ler32	Loc26		Xtr07
2	CL01192		Cpl36	Ler32	Loc26		Xtr07
1	CL00577	Cmi25	Cpl35	Ler32	Loc26	Gga30	Xtr07
1	CL01409	Cmi25	CplSca4582	Ler32		Gga24	
1	CL01410		CplSca2561	Ler32	Loc24		Xtr07
1	CL01538		CplSca14949	Ler32		Gga24	Xtr07
1	CL01539	Cmi25	Cpl35	Ler32		Gga24	
1	CL01779	Cmi25		Ler32	Loc26	Gga24	Xtr07
1	CL01966	Cmi25			Loc26	Gga24	Xtr07
1	CL01967	Cmi25		Ler32	Loc26		Xtr07
1	CL02101			Ler32	Loc26	Gga24	Xtr07
1	CL02153	Cmi25	Cpl35				Xtr07
1	CL02154	Cmi25	Cpl35		Loc26		
1	CL02212		Cpl35	Ler32			Xtr07
1	CL02213		Cpl35		Loc26		Xtr05
1	CL02238			Ler32		Gga24	Xtr07
##group=30
65	CL00050	Cmi27	Cpl43	Ler40	Loc04	Gga34	Xtr02
23	CL00686	Cmi27			Loc04	Gga34	Xtr02
9	CL00100	Cmi27	Cpl42	Ler40	Loc04	Gga34	Xtr02
6	CL00834	Cmi27			Loc04		Xtr02
5	CL00852	Cmi27		LerSca	Loc04	Gga34	Xtr02
4	CL00108	CmiSca	Cpl43	Ler40	Loc04	Gga34	Xtr02
4	CL00898		Cpl43	Ler40	Loc04	Gga34	Xtr02
3	CL00157	Cmi27	CplSca	Ler40	Loc04	Gga34	Xtr02
3	CL00178	Cmi27	Cpl35	Ler32	Loc04	Gga34	Xtr02
3	CL00958	Cmi27	Cpl43	Ler40	Loc04		
3	CL00992		Cpl43	Ler40	Loc04		Xtr02
3	CL01020	Cmi27	Cpl43		Loc04	Gga34	Xtr02
3	CL01021	Cmi27		Ler40	Loc04		Xtr02
2	CL00339	Cmi27	CplSca467	LerSca980	Loc04, LocSca715	Gga34	Xtr02
2	CL00665		Cpl43			Gga34	Xtr02
2	CL01033	Cmi27	Cpl43	Ler40	Loc04	Gga34	
2	CL01054		Cpl43		Loc04	Gga34	Xtr02
2	CL01068	Cmi27		Ler40	Loc04	Gga34	Xtr02
2	CL01157	Cmi27	CplSca		Loc04	Gga34	Xtr02
2	CL01210	Cmi27				Gga34	Xtr02
1	CL00223	Cmi27	Cpl43	LerSca1155	Loc04	Gga34	Xtr02
1	CL00585	Cmi27	Cpl40	Ler40	Loc04	Gga34	Xtr02
1	CL01292	Cmi27	Cpl05		Loc04	Gga34	Xtr02
1	CL01293	Cmi27	Cpl43		Loc04	Gga34	
1	CL01329	Cmi27	Cpl46		Loc04	Gga07	Xtr09, XtrSca29
1	CL01541		Cpl44	Ler40			Xtr02
1	CL01542	Cmi27	CplSca7980			Gga34	Xtr02
1	CL01543	Cmi27		LerSca88		Gga27	Xtr02
1	CL01575	Cmi27	Cpl43		Loc04		Xtr02
1	CL01782	Cmi27	CplSca82327	Ler36		Gga34	Xtr09
1	CL01784	Cmi27	Cpl04		Loc04	Gga34	Xtr02
1	CL01785	Cmi27	Cpl18		Loc04	Gga09	Xtr05
1	CL01786	Cmi27		Ler02	Loc04	Gga34	Xtr02
1	CL01846		Cpl43	Ler40		Gga34	Xtr02
1	CL01968	Cmi27	Cpl43			Gga34	Xtr02
1	CL01969	Cmi27		Ler02	Loc04		Xtr02
1	CL02155	Cmi27		LerSca1396			Xtr02
1	CL02218		Cpl43		Loc04	Gga01	
1	CL02242			Ler40	Loc04	Gga34	
1	CL02265			Ler40	Loc04		Xtr02
##group=31
77	CL00045	Cmi28	Cpl42	Ler35	Loc01	Gga22	Xtr03
19	CL00693	Cmi28	Cpl42	Ler35	Loc01		Xtr03
19	CL00694		Cpl42	Ler35	Loc01	Gga22	Xtr03
8	CL00786	Cmi28	Cpl42	Ler35	Loc01	Gga22	
7	CL00134	Cmi28	CplSca	Ler35	Loc01	Gga22	Xtr03
6	CL00836	Cmi28	Cpl42	Ler35	Loc01		
6	CL00841	Cmi28		Ler35	Loc01	Gga22	Xtr03
3	CL01002	Cmi28	Cpl42		Loc01		
2	CL00179	Cmi28	Cpl42	Ler35	Loc01	GgaSca	Xtr03
2	CL00590	Cmi28	Cpl41	Ler35	Loc01	Gga22	Xtr03
2	CL01040			Ler35	Loc01		Xtr03
2	CL01049	Cmi28	Cpl42	Ler35			Xtr03
2	CL01103		Cpl42		Loc01	Gga22	Xtr03
2	CL01104		Cpl42	Ler35	Loc01		
2	CL01121	Cmi28		Ler35	Loc01		
2	CL01129	Cmi28		Ler35	Loc01		Xtr03
1	CL00258	Cmi27	Cpl42	Ler35	Loc01	Gga22	Xtr03
1	CL00588	Cmi28	Cpl42	Ler35	Loc01	Gga22	Xtr07
1	CL00589	Cmi28	Cpl42	Ler35	Loc01	Gga11	Xtr04
1	CL00591	Cmi28	Cpl05	Ler35	Loc01	Gga22	Xtr03
1	CL01300	Cmi28	Cpl42	Ler35		Gga22	
1	CL01397	CmiSca1237	Cpl42	Ler35	Loc01		Xtr03
1	CL01398	CmiSca1175	Cpl42		Loc01	Gga22	Xtr03
1	CL01447	CmiSca1001	Cpl42	Ler35	Loc01		
1	CL01448		Cpl42	Ler35	Loc01	Gga22	
1	CL01517	Cmi28		Ler35	Loc01	Gga22	
1	CL01518			Ler35	Loc01	Gga06	
1	CL01544	Cmi28	Cpl42		Loc01		Xtr03
1	CL01808	CmiSca1001	Cpl42	Ler35		Gga22	Xtr03
1	CL01971	Cmi28			Loc01	Gga22	Xtr03
1	CL02059		Cpl42	Ler35	Loc01		Xtr03
1	CL02098			Ler35	Loc01	Gga22	Xtr03
1	CL02156	Cmi28	Cpl42				Xtr03
##group=32
33	CL00678	Cmi29	Cpl08	Ler39	Loc06		Xtr03
18	CL00059	Cmi29	Cpl08	Ler39	Loc06	Gga30	Xtr03
18	CL00697		Cpl08	Ler39	Loc06		Xtr03
11	CL00595	Cmi29	Cpl34	Ler39	Loc06	Gga30	Xtr03
10	CL00758	Cmi29	Cpl08	Ler39	Loc06		
8	CL00801		Cpl08	Ler39	Loc06	Gga30	Xtr03
6	CL00257	CmiSca87	Cpl08	Ler39	Loc06	Gga30	Xtr03
6	CL00831		Cpl08	Ler39	Loc06		
3	CL00225	Cmi29	Cpl08	Ler39	Loc06	Gga17	Xtr03
3	CL00252	Cmi29	CplSca9715	Ler39	Loc06	Gga30	Xtr03
3	CL00943	Cmi29	Cpl08	Ler39			Xtr03
2	CL00237	Cmi29	Cpl08	Ler39	LocSca446, LocSca418	Gga30	Xtr03
2	CL00247	Cmi29	Cpl08	Ler39	Loc10	Gga30	Xtr03
2	CL00340	Cmi29	Cpl08	Ler39	Loc06	Gga30	Xtr02
2	CL00592	Cmi29	Cpl08	Ler39	Loc06	Gga30	Xtr10
2	CL00593	Cmi29	Cpl08	Ler39	Loc06	Gga30	Xtr08
2	CL01064	Cmi29	Cpl08	Ler39	Loc06	Gga30	
2	CL01132		Cpl08	Ler39			Xtr03
2	CL01181	Cmi29	Cpl08		Loc06		Xtr03
2	CL01211	Cmi29	Cpl08		Loc06		
1	CL00266	Cmi29	Cpl08	Ler39	Loc06	Gga38	Xtr03
1	CL00594	Cmi29	Cpl08	Ler39	Loc02	Gga30	Xtr03
1	CL01237		Cpl08	Ler39	Loc06	Gga36	Xtr09
1	CL01265	Cmi29		Ler39	Loc06		Xtr03
1	CL01287		Cpl08	Ler39		Gga30	Xtr03
1	CL01302	Cmi29	Cpl08				Xtr03
1	CL01442		Cpl08		Loc06		Xtr04
1	CL01455		Cpl08	Ler39	Loc06	Gga30	
1	CL01509	Cmi29		Ler39	Loc06		Xtr04
1	CL01510		Cpl08		Loc06		Xtr03
1	CL01594			Ler39	Loc06		Xtr03
1	CL01615	Cmi29			Loc06		Xtr03
1	CL01658	Cmi08	Cpl08	Ler39	Loc06	Gga30	
1	CL01788	Cmi29	Cpl08	Ler39		Gga30	Xtr03
1	CL01790	Cmi29	Cpl08	Ler39	Loc06		Xtr09
1	CL01791	Cmi29		Ler39	Loc06	Gga30	Xtr01
1	CL01973	Cmi29		Ler39	Loc06	Gga30	
##group=33
42	CL00051	Cmi31	Cpl39	Ler37	Loc12	Gga01	Xtr04
31	CL00680	Cmi31	Cpl39	Ler37		Gga01	Xtr04
6	CL00848		Cpl39	Ler37	Loc12	Gga01	Xtr04
5	CL00853		Cpl39	Ler37		Gga01	Xtr04
4	CL00600	Cmi31	CplSca6760	Ler37	Loc12	Gga01	Xtr04
3	CL00658	Cmi31	Cpl39			Gga01	Xtr04
3	CL00995	Cmi31		Ler37		Gga01	Xtr04
2	CL00180	Cmi31	Cpl39	Ler37	Loc12	Gga02	Xtr04
2	CL00203	CmiSca	Cpl39	Ler37	Loc12	Gga01	Xtr04
2	CL00643		Cpl39	Ler37	Loc12		
2	CL01052	Cmi31	Cpl39	Ler37	Loc12		
2	CL01126			Ler37		Gga01	Xtr04
1	CL00232	Cmi31	Cpl39	Ler37	Loc03	Gga01	Xtr04
1	CL00238	Cmi31	Cpl39	Ler37	Loc08	Gga05	Xtr04
1	CL00301	Cmi31	Cpl39	Ler37	Loc13	Gga01	Xtr04
1	CL00597	Cmi31	Cpl39	Ler37	Loc16	Gga01	Xtr04
1	CL00599	Cmi31	Cpl39	Ler37	LocSca23	Gga01	Xtr10
1	CL00602	Cmi31	Cpl39	Ler37	Loc10	Gga08	Xtr04
1	CL01335		Cpl39	Ler16, LerSca188	Loc08	Gga01	Xtr03
1	CL01406	Cmi31		Ler37	Loc12	Gga01	Xtr04
1	CL01407			Ler37	Loc08	Gga01	Xtr03
1	CL01471	Cmi31	Cpl39	LerSca185			Xtr04
1	CL01532		Cpl39	Ler37		Gga01	
1	CL01547	Cmi30		Ler37			Xtr04
1	CL01590		Cpl39		Loc12		Xtr09
1	CL01794	Cmi31	Cpl39	Ler37	Loc12		Xtr04
1	CL01799	Cmi31	CplSca8847	Ler37	Loc14		Xtr04
1	CL01843		Cpl39	Ler37	Loc27	Gga05	Xtr04
1	CL01862			Ler37	Loc12	Gga01	Xtr04
1	CL01980	Cmi31	Cpl39	Ler37		Gga01	
1	CL02160	Cmi31			Loc12	Gga01	
1	CL02161	Cmi31				Gga01	Xtr04
1	CL02162	Cmi31		Ler37			Xtr04
1	CL02163	Cmi31		Ler37	Loc12		
##group=34
23	CL00685	Cmi31	Cpl39	Ler37			Xtr07
7	CL00343	Cmi31, CmiSca461	Cpl39	Ler37	LocSca808	GgaSca131	Xtr07
6	CL00835		Cpl39	Ler37			Xtr07
5	CL00860	Cmi31	Cpl39				Xtr07
5	CL00886	Cmi31	Cpl39	Ler37		Gga31	Xtr07
2	CL00637	Cmi31	Cpl40	LerSca80			Xtr07
1	CL00281	Cmi31	Cpl39	Ler37	Loc04	Gga31	Xtr07
1	CL00342	Cmi31	Cpl39	Ler37	Loc03	Gga31	Xtr07
1	CL00344	Cmi31	Cpl39	Ler37	Loc09	Gga31	Xtr07
1	CL01369	CmiSca974	Cpl39	Ler37	Loc08		Xtr07
1	CL01401		Cpl39	LerSca927		Gga11	Xtr07
1	CL01669	Cmi31	Cpl39	Ler37	Loc27		Xtr07
1	CL01797	Cmi31	Cpl39	Ler37		Gga27	Xtr07
1	CL01798	Cmi31	Cpl39	Ler37	Loc22		Xtr07
1	CL01806	CmiSca974	Cpl39	Ler37			Xtr07
1	CL01981	Cmi31	Cpl39	LerSca502			Xtr07
1	CL02157	Cmi31		LerSca80			Xtr07
1	CL02158	Cmi31			LocSca61		Xtr07
1	CL02159	Cmi31		Ler37			Xtr07
##group=35
50	CL00086	CmiSca	Cpl51	LerSca	Loc24	Gga25	Xtr08
5	CL00647			Ler24		Gga25	Xtr08
3	CL00263	Cmi19	CplSca8092	Ler24	Loc05	Gga25	Xtr08
3	CL00292	Cmi01	CplSca121	Ler24	LocSca6	Gga25	Xtr08
3	CL00989			Ler24	Loc05	Gga25	Xtr08
2	CL00333	Cmi18	CplSca4477	Ler24	Loc28	Gga25	Xtr08
2	CL00338	Cmi22	Cpl40	Ler36, LerSca69	Loc24	Gga25	Xtr08
1	CL00544	Cmi19	Cpl07	Ler24	Loc05	Gga25	Xtr08
1	CL01327		Cpl39	LerSca69	Loc24		
1	CL01433	Cmi14	CplSca54015	Ler24			Xtr08
1	CL01478		CplSca72975	LerSca69	LocSca5		Xtr08
1	CL01649	Cmi03		Ler24	Loc05, LocSca635	Gga25	Xtr08
1	CL01674	CmiSca937		LerSca69	Loc10	Gga25	Xtr08
1	CL01684		CplSca14164	Ler03, LerSca69	Loc24	Gga25	Xtr08
1	CL01800	Cmi31		Ler24	Loc24	Gga25	Xtr08
1	CL01864			Ler24	Loc24, LocSca6	Gga25	Xtr08
1	CL02224		Cpl51	Ler24			Xtr08
1	CL02225		Cpl51		Loc02		Xtr08
1	CL02230		CplSca25568	Ler24	Loc24		
1	CL02258			Ler24	Loc04		Xtr08
##group=36
6	CL00664		Cpl47		Loc24		Xtr07
5	CL00632		Cpl47	LerSca			Xtr07
2	CL01112		Cpl47	LerSca	Loc24		
1	CL01477		Cpl47, CplSca11846		Loc26		Xtr07
1	CL01683		Cpl47, CplSca71486		Loc26	Gga05	Xtr07
1	CL02066		Cpl47		LocSca25	Gga01	Xtr07
1	CL02067		Cpl47	LerSca1648	Loc24		Xtr07
##group=37
29	CL00341	Cmi30	Cpl37, CplSca64663	LerSca107	LocSca150	Gga16	Xtr08
8	CL00804	CmiSca	Cpl37	LerSca			Xtr08
5	CL00675	CmiSca	Cpl37	Ler42			Xtr08
4	CL00894	CmiSca	Cpl37	LerSca		Gga16	Xtr08
2	CL00291	Cmi30	CplSca6541	LerSca1022	Loc07	Gga04	Xtr08
2	CL01045	CmiSca	Cpl37	LerSca	LocSca		Xtr08
1	CL01553	CmiSca1632	Cpl37	LerSca165	Loc12		Xtr08
1	CL01579	Cmi30		Ler25			Xtr08
1	CL01599	Cmi30	Cpl37	Ler11, LerSca107, LerSca482, LerSca1093		Gga16	Xtr08
1	CL01605		Cpl37	LerSca194	Loc26, LocSca218	Gga23	Xtr08
1	CL01627	Cmi30	Cpl48, CplSca319	LerSca396, LerSca367, LerSca246			Xtr08
1	CL01672	CmiSca442	Cpl37	LerSca366	Loc14		Xtr08
1	CL01679		Cpl37	LerSca616	Loc29	Gga16	Xtr08
